Epoch,Train Loss,Val Loss,Pixel Accuracy,Mean IoU,mAP
1,1.133225265838517,1.017220242534365,0.6493651117597308,0.11594384959617055,0.20594383792088103
2,0.9691379863035607,0.9116952231952122,0.7198446682521276,0.1679510717875362,0.2357728442718598
3,0.9088889726587602,0.858709773847035,0.6957045827593122,0.17371612487114108,0.2712040694341787
4,0.8660338169063773,0.8344906960214887,0.7278215817042759,0.19068490075868982,0.28200639721198034
5,0.8318950136897578,0.7906370069299425,0.7403712000165666,0.20809696568519725,0.30146759688556246
6,0.797840483619963,0.7859539270401001,0.7334785052708217,0.2074269591662101,0.29642995922415805
7,0.776460739774685,0.7755582996777126,0.7656713894435337,0.22286776399737981,0.3242171716090804
8,0.7563090195238709,0.7233519213540214,0.7725060462951661,0.235242004412738,0.33661311050430853
9,0.7402950525876305,0.7126126331942422,0.7378604752676827,0.23290063084095078,0.3601827422498511
10,0.7186647385181063,0.6884445871625627,0.7449056216648646,0.23359317471263463,0.3520678351340071
11,0.6988890874338435,0.7076344975403377,0.745954281943185,0.229539036451493,0.3660737133359145
12,0.6831522591663877,0.6281023791858128,0.7760458265032087,0.26563957403638316,0.38135551542997603
13,0.6655460839006109,0.6333580378975187,0.797995594569615,0.27117107546690594,0.37464757391871617
14,0.6580603174850433,0.6196092247962952,0.7749651908874512,0.2631855180771515,0.3834891870418874
15,0.6448407215223635,0.6131519364459174,0.7764615195138114,0.26302822586748387,0.3821861356669234
16,0.6347005370834001,0.5872768325465066,0.7995486668178013,0.28277434739171686,0.3952599589179605
17,0.6174321255792917,0.587132744703974,0.7693428175789969,0.27070853934911493,0.3740643931157391
18,0.6109872625670424,0.6119699886866978,0.7874201229640416,0.27097182579801354,0.40610359015586583
19,0.6017569919703732,0.5725635762725557,0.792830399104527,0.28359172095604873,0.39299610681936986
20,0.5919719270280531,0.6125993894679206,0.7925752912248883,0.2816368237674925,0.39787650067351865
21,0.5859659305268207,0.5515888529164451,0.8033774512154715,0.2915548217386464,0.3947470095726459
22,0.5772526335882145,0.5509681003434318,0.7997508730207171,0.28840860172348015,0.39333995318375353
23,0.570311555568551,0.5525215016944068,0.7949017797197614,0.290937593281931,0.40609360201937966
24,0.566600862483144,0.5291328110865184,0.8113103866577148,0.3006624944513668,0.4179688155681095
25,0.5561844776449336,0.5306015674557004,0.8153171811785017,0.30141724375841733,0.4145809448203429
26,0.5467726223866934,0.534758016041347,0.8161682265145438,0.30680451037233014,0.40780223288150974
27,0.537579671111306,0.5268103671925408,0.8264129502432687,0.31202687450451133,0.422295925333971
28,0.531090111725373,0.5405786190714155,0.7997497013636998,0.2972872569011965,0.404272532284236
29,0.5325915600149106,0.511346908552306,0.8143014907836914,0.30285127311780846,0.4168693513357896
30,0.5215435393050936,0.5508984229394368,0.8156579835074288,0.3026261110557345,0.40935539029592816
31,0.5216607879217766,0.5135292461940221,0.8174443653651646,0.30610250238570397,0.41509397874042897
32,0.5205020886173779,0.5064392277172634,0.8216306141444615,0.31180494628109434,0.42626110557415375
33,0.5117022816395428,0.493679398724011,0.82557373046875,0.31929453645191286,0.41817550969108835
34,0.5086104242394032,0.4890905431338719,0.8226994923182896,0.3180438241061317,0.4243704461016451
35,0.4915101104536303,0.4981976010969707,0.8226086071559361,0.31349885243221276,0.41700071035170316
36,0.5004207470545001,0.49122051405055184,0.8310091836111886,0.3186677757120953,0.42950225771790934
37,0.49288208376816206,0.4891428287540163,0.8106559072222028,0.3104927471899803,0.41369494800759776
38,0.4968637949074239,0.4978560038975307,0.8205974851335798,0.31405116606410877,0.43075618189541576
39,0.4820288555404064,0.49438489228487015,0.8377313477652414,0.3280023902171093,0.42940918757492363
40,0.47061039996194554,0.49779820144176484,0.8207512719290597,0.31295922910373886,0.41996137204719036
41,0.4497233414744762,0.471502405830792,0.8403912135532924,0.33197435544295445,0.44263541648979227
42,0.4369836488727547,0.4675029599240848,0.8344645500183105,0.33091564327872686,0.44291066223051356
43,0.4350034905593865,0.4581847029072898,0.8459658077784947,0.33613017514975946,0.44491592125183177
44,0.4302589517108963,0.45337239099400384,0.8431843893868582,0.3366141613411729,0.44866791918259014
45,0.42253606187301884,0.4620706396443503,0.8359228542872837,0.33171299721147296,0.440094199567829
46,0.4246323977265633,0.460586667912347,0.8436761856079101,0.3373983043506677,0.44775309201473357
47,0.42309444621353454,0.4624812630670411,0.8387504305158343,0.3339726391116834,0.43546305416274916
48,0.4155062506971492,0.471672129205295,0.8367771693638393,0.334621223880284,0.43783384272075454
49,0.4185002897356898,0.4610329723783902,0.84216126033238,0.33918272943216105,0.45399309084007927
50,0.4124498226889085,0.45079093830926076,0.834780079977853,0.33887973044781156,0.4514924195645741
